id,rle_mask,z,images,masks,coverage,coverage_class
5c8ce5869b,1 13 102 12 203 12 304 12 405 12 506 11 607 11 708 10 809 10 910 10 1011 9 1112 9 1213 9 1314 8 1415 8 1516 7 1617 7 1718 6 1819 6 1920 5 2021 5 2122 4 2223 4 2324 3 2425 2 2526 2 2627 1 2728 1 6061 1 6162 1 6263 2 6364 3 6465 3 6566 4 6667 5 6768 6 6869 6 6970 7 7071 8 7172 9 7273 9 7374 10 7475 11 7576 11 7677 12 7778 12 7879 13 7980 13 8081 14 8182 14 8283 15 8384 15 8485 16 8586 16 8687 16 8788 17 8889 17 8990 17 9091 17 9192 18 9293 18 9394 18 9495 18 9596 19 9697 19 9798 19 9899 19 10000 20 10101 20,454,"[[0.51372549 0.5254902  0.53333333 ... 0.53333333 0.5254902  0.51372549]
 [0.50196078 0.50588235 0.51372549 ... 0.55686275 0.54509804 0.52941176]
 [0.49019608 0.49019608 0.50196078 ... 0.57647059 0.56470588 0.54901961]
 ...
 [0.52156863 0.50588235 0.49411765 ... 0.4745098  0.47058824 0.4627451 ]
 [0.46666667 0.44313725 0.43529412 ... 0.47058824 0.46666667 0.45098039]
 [0.43529412 0.41960784 0.40784314 ... 0.46666667 0.45882353 0.44313725]]","[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.07028722674247623,1
7972b70832,6364 1 6465 3 6566 6 6667 9 6768 13 6869 16 6970 20 7071 24 7172 27 7273 32 7374 37 7475 43 7576 48 7677 54 7778 60 7879 68 7980 74 8081 81 8182 89 8283 98 8384 1818,767,"[[0.80392157 0.79607843 0.77647059 ... 0.70196078 0.71372549 0.71372549]
 [0.78431373 0.77254902 0.75686275 ... 0.70196078 0.71372549 0.71372549]
 [0.74901961 0.74117647 0.7254902  ... 0.70196078 0.70980392 0.71372549]
 ...
 [0.6745098  0.68627451 0.70980392 ... 0.69411765 0.70980392 0.71764706]
 [0.69019608 0.70196078 0.72156863 ... 0.68627451 0.70980392 0.7254902 ]
 [0.70980392 0.72156863 0.72941176 ... 0.68235294 0.70980392 0.72941176]]","[[0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]]",0.25693559454955395,3
2eae73b03a,,726,"[[0.30588235 0.27058824 0.27843137 ... 0.4745098  0.46666667 0.46666667]
 [0.28627451 0.23529412 0.24705882 ... 0.52156863 0.56078431 0.60392157]
 [0.29411765 0.24705882 0.25490196 ... 0.58431373 0.63921569 0.70980392]
 ...
 [0.5254902  0.54509804 0.54901961 ... 0.69019608 0.63921569 0.60392157]
 [0.60784314 0.6        0.58431373 ... 0.69411765 0.65490196 0.60392157]
 [0.66666667 0.63137255 0.59607843 ... 0.69019608 0.66666667 0.61176471]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
6252a820da,1 8585 8591 96 8699 89 8808 81 8916 45 9022 8,479,"[[0.29411765 0.29803922 0.29803922 ... 0.28627451 0.27843137 0.24313725]
 [0.29803922 0.29803922 0.29803922 ... 0.29411765 0.29411765 0.27058824]
 [0.29803922 0.29803922 0.29803922 ... 0.30980392 0.29803922 0.28627451]
 ...
 [0.29803922 0.29411765 0.28627451 ... 0.27058824 0.2745098  0.30588235]
 [0.29803922 0.29411765 0.28627451 ... 0.2745098  0.27058824 0.28627451]
 [0.29803922 0.29411765 0.28627451 ... 0.2745098  0.2627451  0.26666667]]","[[1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 ...
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]]",0.8728556023919224,9
ba2a5fbf4c,1 27 102 24 203 22 304 19 405 17 506 15 607 14 708 13 809 12 910 12 1011 11 1112 10 1213 9 1314 9 1415 10 1516 11 1617 12 1718 12 1819 12 1920 12 2021 12 2122 13 2223 13 2324 14 2425 15 2526 16 2627 17 2728 16 2829 16 2930 15 3031 16 3132 17 3233 19 3334 20 3435 22 3536 23 3637 24 3738 25 3839 24 3940 24 4041 23 4142 23 4243 24 4344 25 4445 26 4546 26 4647 26 4748 26 4849 26 4950 25 5051 25 5152 26 5253 26 5354 26 5455 26 5556 25 5657 24 5758 24 5859 23 5960 22 6061 21 6162 20 6263 19 6364 17 6465 16 6566 15 6667 14 6768 13 6869 12 6970 12 7071 11 7172 10 7273 10 7374 10 7475 9 7576 8 7677 7 7778 6 7879 6 7980 6 8081 6 8182 7 8283 7 8384 8 8485 9 8586 9 8687 10 8788 10 8889 9 8990 9 9091 10 9192 10 9293 10 9394 10 9495 10 9596 11 9697 11 9798 11 9899 12 10000 12 10101 12,602,"[[0.43137255 0.45490196 0.48627451 ... 0.54117647 0.54901961 0.57647059]
 [0.43529412 0.44313725 0.4627451  ... 0.54117647 0.54901961 0.57647059]
 [0.44313725 0.44313725 0.44313725 ... 0.5372549  0.54509804 0.56078431]
 ...
 [0.56470588 0.59215686 0.62352941 ... 0.69803922 0.69803922 0.70196078]
 [0.62352941 0.64705882 0.6745098  ... 0.69803922 0.69411765 0.69019608]
 [0.67058824 0.69019608 0.70196078 ... 0.67843137 0.66666667 0.65490196]]","[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.15547495343593765,2
90a57bacf0,,488,"[[0.49803922 0.43921569 0.39215686 ... 0.41960784 0.41176471 0.41176471]
 [0.49803922 0.43529412 0.38039216 ... 0.43137255 0.42745098 0.42352941]
 [0.48235294 0.41960784 0.36862745 ... 0.45098039 0.43921569 0.43137255]
 ...
 [0.53333333 0.5372549  0.54509804 ... 0.7372549  0.72941176 0.71372549]
 [0.56862745 0.57647059 0.58431373 ... 0.75294118 0.76078431 0.75686275]
 [0.59215686 0.60392157 0.60784314 ... 0.76470588 0.78823529 0.79607843]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
fc13dabcbb,1 37 102 38 203 39 304 40 405 41 506 41 607 41 708 41 809 41 910 40 1011 40 1112 40 1213 40 1314 40 1415 41 1516 42 1617 43 1718 44 1819 44 1920 44 2021 44 2122 43 2223 43 2324 42 2425 41 2526 41 2627 40 2728 40 2829 39 2930 39 3031 37 3132 35 3233 33 3334 29 3435 25 3536 20 3637 14 3738 11 3839 9 3940 9 4041 9 4142 9 4243 7 4344 6 4445 4 4546 2,585,"[[0.79607843 0.8        0.76470588 ... 0.57254902 0.56470588 0.56470588]
 [0.79607843 0.8        0.76470588 ... 0.60392157 0.58823529 0.57647059]
 [0.79607843 0.8        0.76470588 ... 0.62745098 0.60784314 0.59607843]
 ...
 [0.63921569 0.61960784 0.59215686 ... 0.61960784 0.63921569 0.63921569]
 [0.69019608 0.68235294 0.6627451  ... 0.61960784 0.63529412 0.63137255]
 [0.70196078 0.70980392 0.70980392 ... 0.61960784 0.63137255 0.62352941]]","[[1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.14586805215174983,2
d6471dc0a3,,353,"[[0.52156863 0.52156863 0.52156863 ... 0.52156863 0.52156863 0.52156863]
 [0.52156863 0.52156863 0.52156863 ... 0.52156863 0.52156863 0.52156863]
 [0.52156863 0.52156863 0.52156863 ... 0.52156863 0.52156863 0.52156863]
 ...
 [0.50588235 0.48627451 0.50196078 ... 0.33333333 0.3254902  0.39607843]
 [0.5254902  0.50196078 0.54509804 ... 0.39607843 0.51372549 0.56078431]
 [0.55294118 0.53333333 0.58431373 ... 0.5372549  0.67843137 0.6627451 ]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
619edf8941,,625,"[[0.28235294 0.31764706 0.38039216 ... 0.43529412 0.45098039 0.43137255]
 [0.28235294 0.30980392 0.38039216 ... 0.43137255 0.44313725 0.42745098]
 [0.28627451 0.30588235 0.37647059 ... 0.43529412 0.44313725 0.42745098]
 ...
 [0.4        0.52156863 0.41960784 ... 0.63921569 0.56470588 0.38823529]
 [0.34901961 0.50588235 0.43529412 ... 0.64705882 0.58823529 0.40392157]
 [0.29803922 0.49019608 0.45882353 ... 0.65098039 0.60392157 0.41176471]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
623565cb2c,,868,"[[0.27058824 0.27058824 0.30980392 ... 0.54509804 0.5372549  0.53333333]
 [0.28235294 0.28235294 0.32156863 ... 0.50980392 0.52156863 0.53333333]
 [0.30588235 0.30588235 0.3372549  ... 0.4745098  0.50588235 0.53333333]
 ...
 [0.67058824 0.66666667 0.64705882 ... 0.58431373 0.58431373 0.58039216]
 [0.61568627 0.62745098 0.62352941 ... 0.56862745 0.57647059 0.58431373]
 [0.57254902 0.6        0.60784314 ... 0.55686275 0.57254902 0.58823529]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
e8d6412ed8,,383,"[[0.63137255 0.6745098  0.70588235 ... 0.53333333 0.42745098 0.56862745]
 [0.5254902  0.52941176 0.57254902 ... 0.51372549 0.44705882 0.41960784]
 [0.42745098 0.38431373 0.45098039 ... 0.47843137 0.45098039 0.41176471]
 ...
 [0.61960784 0.58431373 0.43137255 ... 0.67843137 0.50588235 0.27058824]
 [0.66666667 0.63137255 0.47843137 ... 0.70980392 0.6        0.36862745]
 [0.62745098 0.63137255 0.5254902  ... 0.72156863 0.65490196 0.4745098 ]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
6272ae54bc,706 2 804 5 904 6 1004 7 1105 7 1205 8 1307 7 1408 7 1510 6 1612 5 1713 5 1814 5 1915 5 2015 6 2117 5 2218 5 2320 4 2423 2,386,"[[0.45490196 0.43137255 0.43921569 ... 0.44313725 0.43137255 0.44313725]
 [0.48235294 0.45882353 0.47058824 ... 0.40392157 0.40784314 0.41176471]
 [0.47058824 0.4745098  0.48627451 ... 0.38039216 0.38039216 0.38823529]
 ...
 [0.29803922 0.24313725 0.14901961 ... 0.55294118 0.60392157 0.67058824]
 [0.27843137 0.21176471 0.16470588 ... 0.6        0.61176471 0.63137255]
 [0.27058824 0.24313725 0.31372549 ... 0.56862745 0.56078431 0.55686275]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.009508871679247133,1
8e280f2c87,1 63 102 65 203 68 304 70 405 72 506 73 607 75 708 76 809 78 910 79 1011 81 1112 82 1213 83 1314 84 1415 85 1516 86 1617 30 1648 56 1718 31 1751 55 1819 32 1855 53 1920 33 1958 53 2021 34 2062 51 2122 35 2166 49 2223 36 2269 48 2324 37 2373 47 2425 37 2477 45 2526 38 2580 45 2627 39 2684 83 2787 82 2891 80 2994 78 3098 76 3201 74 3305 71 3408 70 3512 67 3615 65 3718 63 3822 60 3925 58 4028 56 4131 54 4234 52 4337 49 4439 48 4542 46 4644 45 4747 43 4849 41 4950 41 5051 41 5152 41 5253 41 5354 42 5455 42 5556 42 5657 42 5758 43 5859 43 5960 44 6061 44 6162 45 6263 45 6364 46 6465 46 6566 47 6667 48 6768 48 6869 49 6970 50 7071 51 7172 52 7273 53 7374 55 7475 56 7576 58 7677 60 7778 63 7879 65 7979 69 8080 72 8181 75 8281 78 8382 81 8482 84 8582 86 8682 89 8782 90 8882 92 8982 94 9081 96 9181 97 9281 98 9380 214 9596 97 9697 95 9798 93 9899 91 10000 90 10101 88,515,"[[0.61176471 0.61960784 0.62352941 ... 0.60392157 0.6        0.59607843]
 [0.6        0.61176471 0.61960784 ... 0.60784314 0.60392157 0.6       ]
 [0.58823529 0.60392157 0.61568627 ... 0.61176471 0.60784314 0.6       ]
 ...
 [0.63529412 0.61176471 0.58823529 ... 0.31764706 0.34901961 0.37254902]
 [0.6627451  0.63921569 0.62352941 ... 0.37254902 0.40392157 0.42352941]
 [0.6745098  0.66666667 0.65490196 ... 0.43529412 0.4627451  0.4745098 ]]","[[1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.6741495931771395,7
4b9862566c,100 2 201 2 303 1,271,"[[0.39607843 0.39607843 0.39607843 ... 0.39607843 0.39607843 0.39607843]
 [0.39607843 0.39607843 0.39607843 ... 0.39607843 0.39607843 0.39607843]
 [0.39607843 0.39607843 0.39607843 ... 0.39607843 0.39607843 0.39607843]
 ...
 [0.25490196 0.21176471 0.2627451  ... 0.42745098 0.45882353 0.36078431]
 [0.39607843 0.23529412 0.24313725 ... 0.43921569 0.4627451  0.4       ]
 [0.54117647 0.34509804 0.26666667 ... 0.43921569 0.45098039 0.43921569]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [1. 1. 0. ... 0. 0. 0.]
 [1. 1. 1. ... 0. 0. 0.]]",0.0004901480247034605,1
58789490d6,,109,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
7c0447f939,,318,"[[0.68627451 0.72941176 0.81568627 ... 0.45882353 0.46666667 0.4745098 ]
 [0.50588235 0.57254902 0.70196078 ... 0.45490196 0.46666667 0.45490196]
 [0.3254902  0.36078431 0.46666667 ... 0.49019608 0.49411765 0.48627451]
 ...
 [0.28627451 0.15686275 0.21568627 ... 0.33333333 0.31764706 0.3372549 ]
 [0.4        0.18823529 0.18823529 ... 0.26666667 0.19607843 0.21176471]
 [0.49411765 0.25490196 0.21568627 ... 0.27058824 0.15294118 0.16470588]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
5a81181e41,,512,"[[0.29411765 0.3254902  0.28627451 ... 0.2627451  0.39607843 0.43529412]
 [0.31372549 0.32941176 0.32156863 ... 0.25882353 0.38823529 0.4627451 ]
 [0.33333333 0.36078431 0.38431373 ... 0.2627451  0.36078431 0.4627451 ]
 ...
 [0.27058824 0.31764706 0.4        ... 0.29019608 0.39215686 0.46666667]
 [0.23137255 0.30588235 0.39215686 ... 0.30196078 0.38431373 0.45882353]
 [0.22745098 0.29803922 0.37647059 ... 0.30980392 0.37647059 0.45098039]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
befdfcbe5b,75 15 177 14 278 15 380 15 482 14 584 14 686 13 787 14 889 13 990 14 1092 13 1193 13 1295 13 1396 13 1497 13 1598 13 1699 13 1800 13 1901 14 2001 15 2101 15 2202 16 2302 17 2402 17 2502 18 2602 19 2703 19 2803 19 2904 19 3004 20 3105 19 3206 19 3306 19 3407 19 3508 18 3609 18 3709 18 3810 18 3911 17 4011 18 4112 18 4213 17 4313 18 4414 17 4514 18 4615 18 4716 17 4816 18 4916 18 5017 18 5117 18 5217 19 5317 19 5417 20 5517 21 5618 20 5718 21 5818 22 5919 22 6019 22 6120 22 6220 23 6321 22 6422 22 6523 22 6623 23 6724 23 6824 24 6924 25 7025 25 7125 26 7225 27 7325 29 7426 29 7526 30 7627 31 7727 32 7828 32 7929 33 8030 33 8130 34 8231 34 8332 35 8433 35 8534 36 8636 35 8737 36 8839 36 8941 35 9043 35 9145 35 9247 35 9349 34 9451 34 9553 34 9656 33 9758 32 9860 32 9962 32 10064 31 10166 31,655,"[[0.51372549 0.49803922 0.4745098  ... 0.5372549  0.55294118 0.56470588]
 [0.4745098  0.46666667 0.44313725 ... 0.56078431 0.57647059 0.58431373]
 [0.4627451  0.45490196 0.44313725 ... 0.57647059 0.59215686 0.59607843]
 ...
 [0.37647059 0.36862745 0.36470588 ... 0.76078431 0.7254902  0.70196078]
 [0.37254902 0.36078431 0.34901961 ... 0.81960784 0.79215686 0.76470588]
 [0.38039216 0.36470588 0.34901961 ... 0.85098039 0.82745098 0.81568627]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.2219390255857269,3
fa50e86a72,,511,"[[0.42352941 0.42352941 0.42352941 ... 0.42352941 0.42352941 0.42352941]
 [0.42352941 0.42352941 0.42352941 ... 0.42352941 0.42352941 0.42352941]
 [0.42352941 0.42352941 0.42352941 ... 0.42352941 0.42352941 0.42352941]
 ...
 [0.43137255 0.40392157 0.38039216 ... 0.43137255 0.43529412 0.45098039]
 [0.42745098 0.40784314 0.38039216 ... 0.39607843 0.41176471 0.42745098]
 [0.38431373 0.40392157 0.39607843 ... 0.39607843 0.38823529 0.38823529]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
09541ce79b,5756 2 5854 5 5953 7 6051 10 6149 13 6247 16 6345 19 6442 23 6540 26 6637 30 6734 34 6831 38 6928 42 7025 46 7122 50 7220 53 7317 57 7416 59 7514 62 7613 64 7712 66 7812 67 7911 69 8010 71 8110 72 8209 74 8308 76 8407 78 8507 79 8606 81 8705 83 8805 82 8904 82 9003 82 9103 81 9202 80 9302 79 9401 78 9501 76 9601 74 9700 73 9800 70 9900 68 10000 65 10101 60,593,"[[0.54117647 0.53333333 0.5254902  ... 0.54117647 0.48235294 0.4       ]
 [0.52156863 0.51372549 0.50980392 ... 0.51372549 0.43921569 0.34901961]
 [0.50588235 0.50196078 0.50196078 ... 0.4745098  0.39215686 0.30980392]
 ...
 [0.48235294 0.47058824 0.45490196 ... 0.32941176 0.3372549  0.35686275]
 [0.4627451  0.44313725 0.42745098 ... 0.3254902  0.33333333 0.35686275]
 [0.44313725 0.42352941 0.40392157 ... 0.32941176 0.34117647 0.36470588]]","[[0. 0. 0. ... 0. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.24723066366042545,3
09ee5831f4,6464 1 6564 2 6664 3 6764 4 6864 5 6965 5 7066 5 7166 6 7267 6 7367 7 7468 7 7568 8 7668 9 7768 10 7868 11 7967 13 8067 14 8167 15 8267 16 8366 18 8466 19 8567 19 8667 20 8768 20 8869 20 8970 20 9072 19 9174 18 9276 17 9378 16 9480 15 9582 14 9684 13 9786 12 9888 11 9990 10 10091 10 10193 9,235,"[[0.45882353 0.48627451 0.49411765 ... 0.43921569 0.47058824 0.48627451]
 [0.45882353 0.46666667 0.4745098  ... 0.28235294 0.30588235 0.34901961]
 [0.45098039 0.45490196 0.47058824 ... 0.29803922 0.27058824 0.27058824]
 ...
 [0.43529412 0.37254902 0.37647059 ... 0.5254902  0.62745098 0.72941176]
 [0.4        0.40392157 0.44313725 ... 0.39215686 0.4627451  0.54901961]
 [0.43137255 0.49019608 0.4745098  ... 0.28235294 0.3254902  0.38823529]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]]",0.043819233408489366,1
6a6ebb2255,2021 1 2122 4 2223 6 2324 9 2425 12 2526 15 2627 18 2728 20 2829 24 2930 27 3031 30 3132 33 3233 36 3334 38 3435 40 3536 41 3637 42 3738 43 3839 43 3940 44 4041 45 4142 45 4243 46 4344 47 4445 48 4546 48 4647 49 4748 50 4849 51 4950 52 5051 52 5152 53 5253 54 5354 55 5455 56 5556 56 5657 56 5758 57 5859 57 5960 57 6061 57 6162 58 6263 58 6364 59 6465 60 6566 61 6667 62 6768 63 6869 64 6970 66 7071 67 7172 69 7273 70 7374 71 7475 73 7576 74 7677 76 7778 77 7879 78 7980 80 8081 81 8182 83 8283 84 8384 85 8485 87 8586 89 8687 90 8788 92 8889 94 8990 95 9091 97 9192 98 9293 100 9394 808,649,"[[0.5254902  0.5254902  0.5254902  ... 0.6        0.59607843 0.59215686]
 [0.5372549  0.5254902  0.51372549 ... 0.60784314 0.60392157 0.59607843]
 [0.55686275 0.54117647 0.52941176 ... 0.61176471 0.60784314 0.60392157]
 ...
 [0.4745098  0.49803922 0.52941176 ... 0.63921569 0.63921569 0.63137255]
 [0.4745098  0.48235294 0.50588235 ... 0.63921569 0.63921569 0.63529412]
 [0.48235294 0.4745098  0.49019608 ... 0.63529412 0.63921569 0.63921569]]","[[0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 ...
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]
 [0. 0. 0. ... 1. 1. 1.]]",0.4789726497402215,5
6419fd454b,,378,"[[0.59215686 0.60392157 0.63137255 ... 0.50980392 0.43529412 0.37647059]
 [0.58431373 0.6        0.63529412 ... 0.4627451  0.41176471 0.36470588]
 [0.57647059 0.60784314 0.64705882 ... 0.42745098 0.39215686 0.36078431]
 ...
 [0.42352941 0.53333333 0.61176471 ... 0.52156863 0.48235294 0.43137255]
 [0.49411765 0.59607843 0.65882353 ... 0.46666667 0.43137255 0.39607843]
 [0.56862745 0.6627451  0.70196078 ... 0.41960784 0.39215686 0.37254902]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
084d3ed9c8,80 22 181 22 281 23 382 23 482 24 583 24 683 25 784 25 884 26 985 26 1085 27 1186 27 1286 28 1387 28 1488 28 1588 29 1689 29 1789 30 1890 30 1990 31 2091 31 2191 32 2292 32 2392 33 2493 33 2593 34 2694 34 2794 35 2895 35 2995 36 3096 36 3196 37 3297 37 3397 38 3498 38 3598 39 3699 39 3799 40 3899 41 4000 41 4100 42 4200 43 4301 43 4401 44 4502 44 4602 45 4703 45 4803 46 4904 46 5004 47 5105 47 5205 48 5306 48 5406 49 5507 49 5607 50 5708 50 5808 51 5908 52 6009 52 6109 53 6209 54 6309 55 6410 55 6510 56 6610 57 6709 59 6809 60 6909 61 7008 63 7107 65 7207 66 7306 68 7405 70 7504 72 7602 75 7701 77 7800 79 7899 81 7998 83 8097 85 8196 87 8296 88 8395 90 8495 91 8595 92 8695 93 8795 94 8896 94 8996 95 9097 95 9198 95 9299 95 9401 94 9502 94 9604 93 9706 92 9808 91 9910 90 10012 89 10114 88,317,"[[0.3372549  0.34901961 0.38039216 ... 0.3254902  0.33333333 0.33333333]
 [0.38039216 0.40784314 0.41960784 ... 0.33333333 0.32941176 0.3254902 ]
 [0.40784314 0.41176471 0.41176471 ... 0.34901961 0.34901961 0.34117647]
 ...
 [0.40784314 0.41176471 0.41960784 ... 0.4        0.4        0.40392157]
 [0.42352941 0.43137255 0.43137255 ... 0.40392157 0.40784314 0.40784314]
 [0.43529412 0.44313725 0.44313725 ... 0.40784314 0.40784314 0.41176471]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]
 [1. 1. 1. ... 1. 1. 1.]]",0.5316145475933732,6
90bf0125af,,582,"[[0.57254902 0.47843137 0.47058824 ... 0.61568627 0.70980392 0.53333333]
 [0.59215686 0.39215686 0.30196078 ... 0.52156863 0.76470588 0.57647059]
 [0.6        0.41568627 0.28627451 ... 0.4745098  0.65490196 0.46666667]
 ...
 [0.50196078 0.5372549  0.54509804 ... 0.48235294 0.50980392 0.56470588]
 [0.52941176 0.49019608 0.51372549 ... 0.56470588 0.57254902 0.61568627]
 [0.5372549  0.46666667 0.49803922 ... 0.58823529 0.57254902 0.61176471]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,0
